"Medición de la pobreza, Estados Unidos Mexicanos, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indicadores de pobreza, por municipio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clave de entidad,Entidad federativa,Clave de municipio,Municipio,"Población*(leer nota al final del cuadro)",Pobreza,,,,Pobreza extrema,,,,Pobreza moderada,,,,Vulnerables por carencia social,,,Vulnerables por ingreso,,No pobres y no vulnerables,,Rezago educativo,,Carencia por acceso a los servicios de salud,,Carencia por acceso a la seguridad social,,Carencia por calidad y espacios de la vivienda,,Carencia por acceso a los servicios básicos en la vivienda,,Carencia por acceso a la alimentación,,Población con al menos una carencia social,,Población con tres o más carencias sociales,, Población con ingreso inferior a la línea de bienestar,,Población con ingreso inferior a la línea de bienestar mínimo,,Coeficiente de Gini,Razón del ingreso entre la población pobre extrema y la población no pobre y no vulnerable1
,,,,,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,,
20,Oaxaca,20262,San Miguel Amatlán,927,74.5,691,2.7,0.34,24,222,3.5,0.14,50.6,469,2.4,0.2,24.1,224,2.5,0.4,4,0.9,8,24.5,227,63.9,592,93.7,869,27.8,258,40,371,13.9,129,98.7,915,52.2,484,75,695,39.8,369,0.382,0.17
20,Oaxaca,20263,San Miguel Coatlán,"4,132",92.5,"3,823",3.8,0.59,66.3,"2,741",4,0.44,26.2,"1,082",3.4,0.15,7.5,309,3.5,0,0,0,0,52.4,"2,165",19.5,804,97.7,"4,036",77.5,"3,203",98.6,"4,074",34.4,"1,422",100,"4,132",92.8,"3,835",92.5,"3,823",70.3,"2,907",0.382,--
20,Oaxaca,20264,San Miguel Chicahua,"1,688",88.5,"1,494",3.6,0.53,51.6,871,3.8,0.33,36.9,622,3.3,0.2,11.2,188,3.5,0,0,0.3,6,35.2,595,28.7,484,89.8,"1,516",36.3,612,98.8,"1,667",69.5,"1,174",99.6,"1,682",88.7,"1,497",88.5,"1,494",57.4,968,0.371,0.08
20,Oaxaca,20265,San Miguel Chimalapa,"6,402",76.4,"4,890",3.6,0.46,39.3,"2,515",4,0.26,37.1,"2,375",3.3,0.2,20.3,"1,301",3.1,0.3,19,3,192,32,"2,046",84.2,"5,393",90.8,"5,814",31.1,"1,994",74.3,"4,760",29.9,"1,915",96.7,"6,191",80.4,"5,144",76.7,"4,909",44.1,"2,826",0.407,0.11
20,Oaxaca,20266,San Miguel del Puerto,"9,956",84.8,"8,441",3.6,0.51,47.8,"4,763",4,0.32,36.9,"3,678",3,0.19,14.7,"1,460",2.8,0.1,13,0.4,42,43.6,"4,339",51,"5,078",92.4,"9,203",49.2,"4,895",82.9,"8,253",27.9,"2,776",99.5,"9,901",79.7,"7,934",84.9,"8,454",54.3,"5,402",0.39,0.13
20,Oaxaca,20267,San Miguel del Río,309,72,222,2.3,0.28,15.3,47,3.3,0.08,56.7,175,2.1,0.2,28,87,2.2,0,0,0,0,37.3,115,10.7,33,94.8,293,3.5,11,67.9,210,17.1,53,100,309,40.3,125,72,222,35.4,110,0.364,--
20,Oaxaca,20268,San Miguel Ejutla,935,69.3,648,2.8,0.33,21.7,203,3.9,0.14,47.6,445,2.3,0.18,29.9,279,2.3,0.2,2,0.6,5,43.3,405,16.2,151,93.7,876,29.4,275,55.6,520,26.7,250,99.2,927,49.4,462,69.5,650,34.7,325,0.391,0.18
20,Oaxaca,20269,San Miguel el Grande,"4,045",62.4,"2,524",3.1,0.32,22.3,904,3.8,0.14,40.1,"1,621",2.7,0.18,34.2,"1,383",2.5,0.3,10,3.1,127,17.6,712,36.9,"1,493",80,"3,234",34.2,"1,382",85.2,"3,448",26.7,"1,079",96.6,"3,907",58.1,"2,348",62.7,"2,535",30.2,"1,221",0.473,0.08
20,Oaxaca,20270,San Miguel Huautla,"1,458",88.9,"1,296",3.7,0.55,55.3,806,3.9,0.36,33.6,490,3.3,0.19,11.1,162,3.4,0,0,0,0,35.3,515,20.6,300,90.6,"1,321",54.1,789,98.4,"1,435",66.5,970,100,"1,458",89.5,"1,306",88.9,"1,296",59.7,871,0.367,--
20,Oaxaca,20271,San Miguel Mixtepec,"3,656",93,"3,402",3.8,0.58,66.5,"2,430",4,0.44,26.6,972,3.2,0.15,7,254,3.5,0,0,0,0,48.1,"1,758",17.1,625,97.7,"3,572",63.9,"2,338",98.9,"3,617",49,"1,792",100,"3,656",91.4,"3,340",93,"3,402",71.6,"2,618",0.392,--
20,Oaxaca,20272,San Miguel Panixtlahuaca,"4,579",91.3,"4,182",3.8,0.57,55.9,"2,559",4,0.38,35.4,"1,622",3.3,0.2,8.5,389,3.1,0,1,0.2,8,46.2,"2,113",82.6,"3,782",97.6,"4,470",39.1,"1,791",76.2,"3,490",27.9,"1,279",99.8,"4,571",88.2,"4,040",91.3,"4,182",60.6,"2,773",0.398,0.11
20,Oaxaca,20273,San Miguel Peras,"4,057",86.1,"3,492",3.6,0.51,50.6,"2,054",3.9,0.33,35.4,"1,438",3.1,0.19,13.8,561,3.2,0,1,0.1,3,37.9,"1,539",14.6,593,95.1,"3,859",73.3,"2,974",96.9,"3,931",34.1,"1,383",99.9,"4,053",85.3,"3,461",86.1,"3,493",56.9,"2,310",0.383,0.16
20,Oaxaca,20274,San Miguel Piedras,"1,741",80.5,"1,402",3.6,0.48,44.8,781,3.7,0.28,35.7,621,3.5,0.21,19.5,339,3.5,0,0,0,0,29,506,11.2,195,93.5,"1,628",88.1,"1,534",99.8,"1,737",36.2,630,100,"1,741",93.8,"1,633",80.5,"1,402",47.2,822,0.362,--
20,Oaxaca,20275,San Miguel Quetzaltepec,"6,260",92.8,"5,810",3.8,0.58,61.6,"3,856",4.1,0.42,31.2,"1,954",3.2,0.17,6.9,429,3,0,2,0.3,19,53.3,"3,339",75.6,"4,732",95.8,"5,996",34.3,"2,145",78.9,"4,942",33.1,"2,071",99.7,"6,239",87.6,"5,482",92.8,"5,812",68.3,"4,277",0.399,0.13
20,Oaxaca,20276,San Miguel Santa Flor,664,90.7,602,3.9,0.58,59.1,392,4.1,0.4,31.7,210,3.5,0.18,9.3,62,3.7,0,0,0,0,67.7,450,48.8,324,97.3,646,55,366,85.8,570,29.6,197,100,664,90.4,600,90.7,602,64.4,428,0.36,--
20,Oaxaca,20277,Villa Sola de Vega,"13,916",82.8,"11,525",3.7,0.51,46.1,"6,422",4,0.31,36.7,"5,103",3.3,0.2,16.4,"2,281",3.1,0.1,13,0.7,97,43.2,"6,017",27.7,"3,854",93.5,"13,010",66.6,"9,263",86.9,"12,100",40.9,"5,695",99.2,"13,806",83.5,"11,625",82.9,"11,538",51.9,"7,225",0.422,0.09
20,Oaxaca,20278,San Miguel Soyaltepec,"31,558",81.6,"25,737",3.8,0.52,49.2,"15,539",4.3,0.35,32.3,"10,198",3.2,0.17,16.4,"5,173",2.8,0.4,116,1.7,533,36.9,"11,661",51.1,"16,116",90.2,"28,457",51.9,"16,375",86.2,"27,190",44.4,"14,025",97.9,"30,909",79.7,"25,143",81.9,"25,852",54.5,"17,201",0.482,0.09
20,Oaxaca,20279,San Miguel Suchixtepec,"2,943",83.1,"2,447",3.7,0.52,49.3,"1,452",4.1,0.33,33.8,995,3.3,0.18,16.4,483,2.9,0,1,0.4,12,35.9,"1,056",36.8,"1,083",94.4,"2,777",42.5,"1,251",98.5,"2,898",52,"1,529",99.6,"2,930",82,"2,413",83.2,"2,448",55.4,"1,632",0.434,0.09
20,Oaxaca,20280,Villa Talea de Castro,"1,924",71.1,"1,367",2.6,0.31,20.6,397,3.6,0.12,50.4,970,2.2,0.18,26,500,2.2,0.5,10,2.4,46,33.5,644,50,962,92.9,"1,788",28,540,22.9,441,14.5,279,97.1,"1,868",43.1,829,71.6,"1,378",37.2,715,0.408,0.12
20,Oaxaca,20281,San Miguel Tecomatlán,289,64,185,2.7,0.28,16.5,48,3.6,0.1,47.5,137,2.3,0.18,31.7,92,2.1,0.9,3,3.4,10,35.9,104,24.1,70,79.6,230,21.6,62,58.2,168,20,58,95.7,277,41.5,120,64.9,188,28.1,81,0.354,0.18
20,Oaxaca,20282,San Miguel Tenango,629,94.9,597,3.5,0.55,63,397,3.9,0.41,31.9,201,2.6,0.14,4.7,30,2.5,0.4,2,0,0,31.1,195,85.2,536,92.3,580,30.6,193,69.7,438,33.6,211,99.6,627,80.9,509,95.3,599,76.1,479,0.333,0.22
20,Oaxaca,20283,San Miguel Tequixtepec,"1,170",74.6,872,2.7,0.33,23.7,278,3.6,0.14,50.8,595,2.3,0.19,25.3,296,2.3,0.1,1,0.1,1,32.9,385,23.9,280,85.6,"1,001",30.3,355,65.3,764,20.7,242,99.8,"1,168",52.8,617,74.6,873,37.7,442,0.351,0.2
20,Oaxaca,20284,San Miguel Tilquiápam,"2,803",94.9,"2,659",4.5,0.71,68.8,"1,929",4.6,0.53,26.1,731,4.2,0.18,5.1,144,4.1,0,0,0,0,57.8,"1,619",93.8,"2,630",97.2,"2,726",57.1,"1,599",98,"2,747",45,"1,262",100,"2,803",98,"2,748",94.9,"2,659",69.6,"1,952",0.37,--
20,Oaxaca,20285,San Miguel Tlacamama,"3,442",81.9,"2,819",3.6,0.5,42.9,"1,476",3.9,0.28,39,"1,343",3.3,0.22,17.7,609,3.2,0.1,3,0.3,11,34.5,"1,187",68.7,"2,364",90.6,"3,118",40.9,"1,408",93.8,"3,230",26.4,907,99.6,"3,427",85,"2,925",82,"2,822",48.1,"1,654",0.386,0.13
20,Oaxaca,20286,San Miguel Tlacotepec,"2,722",73.3,"1,995",3.2,0.4,30.3,824,4,0.2,43,"1,171",2.7,0.2,24.1,656,2.8,0.6,15,2.1,56,47,"1,280",41.5,"1,131",82,"2,231",28.9,788,69.8,"1,899",35.9,977,97.4,"2,651",64.7,"1,761",73.8,"2,010",39.9,"1,087",0.416,0.1
20,Oaxaca,20287,San Miguel Tulancingo,403,66.5,268,2.3,0.26,11.1,45,3.5,0.06,55.5,223,2.1,0.19,29.8,120,2.1,2,8,1.7,7,41.8,168,55.1,222,66.9,270,12.5,50,36.1,146,4.8,19,96.3,388,36.1,145,68.5,276,26.1,105,0.54,0.23
20,Oaxaca,20288,San Miguel Yotao,476,88.8,423,3.5,0.51,52.8,251,3.8,0.33,36,172,3,0.18,11.2,53,3.2,0,0,0,0,43.6,207,28.6,136,95.5,454,50,238,83.8,399,43,205,100,476,83.9,399,88.8,423,61.4,292,0.373,--
20,Oaxaca,20289,San Nicolás,"1,164",84.8,988,3.1,0.44,40.3,469,3.7,0.25,44.6,519,2.6,0.2,15.2,176,2.7,0,0,0,0,48.3,562,12.6,147,94.1,"1,095",36.8,428,87.5,"1,019",27,314,100,"1,164",70.6,821,84.8,988,51.1,594,0.353,--
20,Oaxaca,20290,San Nicolás Hidalgo,955,74.9,716,3.1,0.38,32,305,3.8,0.2,43,410,2.6,0.18,23.9,228,2.5,0.2,2,0.9,9,41.6,397,24.7,236,91.1,870,21.2,202,69.5,664,42.5,406,98.8,944,61.9,591,75.2,718,43,411,0.414,0.12
20,Oaxaca,20291,San Pablo Coatlán,"4,228",89.4,"3,778",3.6,0.53,55.7,"2,353",3.9,0.36,33.7,"1,425",3.1,0.18,10.5,445,3.2,0,1,0.1,4,41.6,"1,759",43.5,"1,838",94.7,"4,002",47,"1,986",94.6,"4,001",33.5,"1,418",99.9,"4,224",84.9,"3,590",89.4,"3,779",63,"2,664",0.385,0.14
20,Oaxaca,20292,San Pablo Cuatro Venados,"1,541",91,"1,403",3.3,0.5,53.5,824,3.7,0.33,37.6,579,2.7,0.17,9,138,2.8,0,0,0,0,31.7,488,6.4,99,93.4,"1,439",54.5,840,97.6,"1,504",43,663,100,"1,541",77.3,"1,192",91,"1,403",64.7,997,0.365,--
20,Oaxaca,20293,San Pablo Etla,"19,506",17.3,"3,372",2.6,0.08,1.9,363,3.9,0.01,15.4,"3,009",2.5,0.06,39.5,"7,705",1.9,2.7,532,40.5,"7,898",9.2,"1,794",26,"5,079",46.6,"9,086",5.6,"1,083",20.9,"4,083",11.4,"2,227",56.8,"11,077",15.7,"3,070",20,"3,904",3.3,635,0.472,0.1
20,Oaxaca,20294,San Pablo Huitzo,"6,887",58.8,"4,051",2.5,0.25,10,688,3.7,0.06,48.8,"3,363",2.3,0.19,33.8,"2,329",2,1,67,6.4,439,16.7,"1,148",22,"1,514",72.1,"4,966",21,"1,449",72.7,"5,010",13.5,929,92.6,"6,381",37.7,"2,595",59.8,"4,118",17,"1,169",0.434,0.11
20,Oaxaca,20295,San Pablo Huixtepec,"9,914",62.9,"6,238",2.5,0.27,11.7,"1,155",3.8,0.07,51.3,"5,083",2.3,0.19,27.4,"2,719",2,1.5,151,8.1,806,23.3,"2,314",32.3,"3,202",83.7,"8,298",21.2,"2,099",42.8,"4,246",12.6,"1,253",90.3,"8,957",36,"3,573",64.4,"6,389",20.7,"2,049",0.396,0.14
20,Oaxaca,20296,San Pablo Macuiltianguis,627,93.3,585,3.1,0.48,56.5,354,3.7,0.35,36.8,231,2.2,0.14,5.8,36,2.4,0.8,5,0.1,1,44.4,278,37.4,234,89.4,561,50.9,319,56.1,352,27.3,171,99.1,621,70.3,440,94.1,590,75.8,475,0.384,0.18
20,Oaxaca,20297,San Pablo Tijaltepec,"1,779",90.6,"1,612",4,0.6,61.7,"1,097",4.1,0.42,28.9,515,3.7,0.18,9.4,167,3.5,0,0,0,0,33.7,600,57.6,"1,024",96.7,"1,720",61.9,"1,100",97.1,"1,727",49.2,876,100,"1,779",93.6,"1,665",90.6,"1,612",64.8,"1,152",0.389,--
20,Oaxaca,20298,San Pablo Villa de Mitla,"14,556",78.7,"11,453",3.2,0.42,28.9,"4,209",3.8,0.19,49.8,"7,244",2.9,0.24,20.3,"2,957",2.8,0.1,13,0.9,133,33.3,"4,847",57,"8,303",93.1,"13,553",35.5,"5,165",75.9,"11,050",15.2,"2,206",99,"14,410",68.5,"9,976",78.8,"11,466",36.5,"5,310",0.39,0.11
20,Oaxaca,20299,San Pablo Yaganiza,995,88.9,885,3.2,0.48,47.4,472,3.7,0.3,41.5,413,2.6,0.18,11,110,2.8,0.1,1,0,0,35.3,351,42.6,423,94.1,936,50.3,500,72.6,722,25.1,250,99.9,994,74.4,740,89,885,60.4,601,0.344,0.22
20,Oaxaca,20300,San Pedro Amuzgos,"6,872",87,"5,976",3.6,0.53,49.5,"3,400",3.9,0.32,37.5,"2,575",3.2,0.2,12.8,883,2.8,0.1,6,0.1,8,39.1,"2,690",61.3,"4,212",87.4,"6,005",32.8,"2,254",97.4,"6,691",34.2,"2,349",99.8,"6,858",86.6,"5,949",87,"5,981",53.7,"3,693",0.419,0.15
20,Oaxaca,20301,San Pedro Apóstol,"1,491",65.6,978,3.4,0.37,27.6,411,3.8,0.17,38,567,3.1,0.2,34.4,513,2.8,0,0,0,0,29.2,435,25.7,383,86.2,"1,286",52.7,786,99.8,"1,488",23.8,355,100,"1,491",73.4,"1,094",65.6,978,32.5,485,0.453,--
20,Oaxaca,20302,San Pedro Atoyac,"3,592",91.9,"3,300",3.9,0.6,63.4,"2,277",4.1,0.44,28.5,"1,022",3.4,0.16,7,252,3.3,0.1,3,1,38,44.4,"1,595",81.7,"2,933",96.2,"3,455",35.4,"1,272",89.1,"3,200",36.2,"1,299",98.9,"3,552",90.5,"3,252",91.9,"3,302",67.3,"2,419",0.428,0.07
20,Oaxaca,20303,San Pedro Cajonos,948,76.6,726,3.1,0.4,30,285,3.8,0.19,46.5,441,2.7,0.21,23.1,219,2.7,0.1,1,0.2,2,28.9,274,65.6,621,92.6,878,54.3,515,39,369,19.9,188,99.7,945,62.2,590,76.7,727,42.2,400,0.382,0.18
20,Oaxaca,20304,San Pedro Coxcaltepec Cántaros,851,89,757,3.6,0.54,53.1,452,3.9,0.35,35.8,305,3.2,0.19,11,94,3.4,0,0,0,0,28.6,243,24.3,206,90,766,54,460,96.3,819,66.6,567,100,851,85.4,727,89,757,59.6,507,0.36,--
20,Oaxaca,20305,San Pedro Comitancillo,"4,835",40.2,"1,945",1.9,0.13,4.1,199,3.4,0.02,36.1,"1,746",1.8,0.11,31.9,"1,542",1.5,3.1,151,24.8,"1,198",18.1,873,12.5,605,61.3,"2,963",10.6,513,7.1,344,17.9,866,72.1,"3,487",13.5,653,43.3,"2,096",12,578,0.448,0.11
20,Oaxaca,20306,San Pedro el Alto,"3,191",92.7,"2,956",3.8,0.59,63.6,"2,028",4.1,0.43,29.1,928,3.1,0.15,7.3,235,3.4,0,0,0,0,54.3,"1,734",31.1,993,98,"3,129",56,"1,788",79.2,"2,526",58.4,"1,863",100,"3,191",88,"2,809",92.7,"2,956",70.9,"2,263",0.378,--
20,Oaxaca,20307,San Pedro Huamelula,"8,900",73.1,"6,505",2.9,0.36,29,"2,584",3.8,0.18,44.1,"3,921",2.4,0.17,23.2,"2,066",2.1,1.3,116,2.4,213,27.8,"2,474",36.6,"3,259",77,"6,856",31.5,"2,804",64.8,"5,768",26.7,"2,379",96.3,"8,571",53.5,"4,764",74.4,"6,621",42,"3,741",0.43,0.15
20,Oaxaca,20308,San Pedro Huilotepec,"3,014",70.4,"2,123",2.6,0.3,18.6,559,3.7,0.12,51.9,"1,563",2.2,0.19,22.2,669,1.8,1.9,57,5.5,165,26.8,808,25.4,764,72.3,"2,180",56.7,"1,709",15.7,474,24.5,738,92.6,"2,792",38.3,"1,153",72.3,"2,180",29,874,0.379,0.15
20,Oaxaca,20309,San Pedro Ixcatlán,"8,808",90.6,"7,981",3.9,0.59,63,"5,552",4.2,0.44,27.6,"2,429",3.3,0.15,8.6,755,2.8,0.1,8,0.7,64,43.3,"3,818",73,"6,426",94.2,"8,298",61.3,"5,399",75.5,"6,650",32.4,"2,857",99.2,"8,736",86.9,"7,657",90.7,"7,989",67.1,"5,913",0.473,0.08
20,Oaxaca,20310,San Pedro Ixtlahuaca,"8,136",71.1,"5,787",2.9,0.34,22.6,"1,843",3.7,0.14,48.5,"3,944",2.5,0.2,25.9,"2,105",2.4,0.5,40,2.5,204,23.6,"1,920",35.4,"2,881",87.5,"7,122",38.4,"3,122",66,"5,367",16.6,"1,348",97,"7,892",54.5,"4,432",71.6,"5,827",32.7,"2,657",0.4,0.14
20,Oaxaca,20311,San Pedro Jaltepetongo,330,85,281,2.7,0.38,34.7,115,3.4,0.2,50.3,166,2.2,0.19,13.5,44,2.4,0.2,1,1.3,4,44.1,145,13.1,43,78.5,259,67.2,222,22.2,73,38.2,126,98.5,325,59,195,85.2,281,52.1,172,0.385,0.05
20,Oaxaca,20312,San Pedro Jicayán,"10,148",86,"8,727",3.7,0.53,53.3,"5,405",4.1,0.36,32.7,"3,323",3.2,0.17,14,"1,416",2.7,0,2,0,3,30,"3,045",54.9,"5,573",93.5,"9,493",48.7,"4,942",97.6,"9,902",33.8,"3,432",100,"10,143",82.4,"8,363",86,"8,729",58.8,"5,966",0.44,0.2
20,Oaxaca,20313,San Pedro Jocotipac,786,93.7,737,3.2,0.5,57.2,450,3.5,0.34,36.5,287,2.6,0.16,6.2,49,2.8,0.1,0,0,0,47.3,372,25.4,200,91.9,722,34.1,268,91.2,717,26,204,99.9,785,79.5,625,93.8,737,70.6,555,0.348,0.23
20,Oaxaca,20314,San Pedro Juchatengo,"1,502",68,"1,022",2.9,0.33,19.6,295,3.8,0.12,48.4,727,2.6,0.21,30.3,455,2.6,0.5,8,1.2,18,35.4,532,76.7,"1,153",89.7,"1,348",20.6,309,41.1,617,16.1,241,98.3,"1,477",55.4,833,68.5,"1,029",29.9,449,0.359,0.17
20,Oaxaca,20315,San Pedro Mártir,"1,519",87.1,"1,323",4.1,0.6,55.2,838,4.2,0.39,31.9,485,4,0.21,12.9,196,4,0,0,0,0,40.8,619,36,547,93.7,"1,423",85.8,"1,304",100,"1,519",56.8,863,100,"1,519",96.8,"1,471",87.1,"1,323",56.5,858,0.385,--
20,Oaxaca,20316,San Pedro Mártir Quiechapa,750,80.2,601,3.5,0.46,42.2,316,3.7,0.26,38,285,3.2,0.2,19.8,149,3.3,0,0,0,0,25.6,192,54.1,405,94.7,710,46.8,351,100,750,21.8,163,100,750,87.9,660,80.2,601,47.3,354,0.373,--
20,Oaxaca,20317,San Pedro Mártir Yucuxaco,"1,330",76.5,"1,017",3.5,0.45,35.7,475,3.8,0.22,40.8,542,3.3,0.23,22.9,305,3.3,0.1,1,0.5,7,22.5,299,80.7,"1,074",84.6,"1,126",34.9,465,97.8,"1,300",26.3,349,99.4,"1,322",89,"1,183",76.6,"1,019",38.8,516,0.376,0.19
20,Oaxaca,20318,San Pedro Mixtepec -Dto. 22 -,"39,657",66.2,"26,251",2.6,0.29,14.1,"5,609",3.9,0.09,52.1,"20,642",2.3,0.2,25.3,"10,044",2.2,1.7,668,6.8,"2,694",29.6,"11,727",28.2,"11,186",84.8,"33,635",31.1,"12,346",33.7,"13,348",23.1,"9,175",91.5,"36,295",39.9,"15,833",67.9,"26,919",24.2,"9,605",0.391,0.13
20,Oaxaca,20319,San Pedro Mixtepec -Dto. 26 -,970,88.2,855,3.8,0.56,56.9,552,4,0.38,31.3,303,3.5,0.19,11.8,114,3.5,0,0,0,0,34.3,333,87.4,848,93.4,906,44.9,435,89,863,30.2,293,100,970,94,912,88.2,855,59.7,579,0.375,0.21
20,Oaxaca,20320,San Pedro Molinos,586,79.6,466,3.5,0.47,43,252,3.8,0.27,36.6,214,3.2,0.2,18.4,108,3,0.1,0,2,11,30.3,177,35.9,210,87.7,514,39.1,229,93.4,547,49,287,98,574,82.1,481,79.6,467,47.6,279,0.422,0.09
20,Oaxaca,20321,San Pedro Nopala,917,86.7,795,3.2,0.46,42.7,391,3.6,0.25,44,404,2.8,0.2,13.3,122,3.1,0,0,0,0,38,348,13.4,123,94.2,864,49.2,451,92.1,844,29.6,272,100,917,76.9,705,86.7,795,54.3,498,0.334,0.28
20,Oaxaca,20322,San Pedro Ocopetatillo,882,90.4,797,3.3,0.5,53.3,470,3.7,0.33,37.1,328,2.7,0.17,8.6,76,2.9,0,0,1,9,57.2,505,8.5,75,93.1,821,41.6,367,93.3,823,30.6,270,99,873,77.2,680,90.4,798,64.7,570,0.401,0.07
20,Oaxaca,20323,San Pedro Ocotepec,"2,125",94.3,"2,005",3.6,0.56,66.2,"1,406",3.9,0.43,28.2,599,2.9,0.14,5.7,120,3.3,0,0,0,0,43.5,925,30.9,656,97,"2,060",54.6,"1,159",97.5,"2,072",32.8,697,100,"2,125",86.4,"1,836",94.3,"2,005",75.3,"1,600",0.377,--
20,Oaxaca,20324,San Pedro Pochutla,"39,018",66,"25,750",3,0.33,22.6,"8,806",4.1,0.15,43.4,"16,944",2.5,0.18,26.6,"10,381",2.4,1.2,450,6.2,"2,437",31.3,"12,205",35.7,"13,935",86.5,"33,753",38.4,"15,002",47.7,"18,598",25.1,"9,777",92.6,"36,130",50,"19,524",67.1,"26,200",32.5,"12,693",0.463,0.1
20,Oaxaca,20325,San Pedro Quiatoni,"10,873",92.8,"10,090",3.9,0.6,59.2,"6,442",4.3,0.42,33.6,"3,648",3.3,0.18,7.2,783,3.6,0,0,0,0,47.7,"5,187",69.6,"7,562",99.3,"10,795",48.6,"5,279",93.3,"10,148",30.1,"3,269",100,"10,873",87.8,"9,541",92.8,"10,090",64.9,"7,060",0.393,--
20,Oaxaca,20326,San Pedro Sochiápam,"4,399",94.9,"4,175",3.8,0.6,72,"3,165",4,0.49,23,"1,010",3.1,0.12,5.1,224,3.3,0,0,0,0,44.7,"1,966",61.8,"2,717",96.6,"4,248",41.5,"1,825",93.9,"4,131",41.3,"1,818",100,"4,399",91.1,"4,007",94.9,"4,175",77.8,"3,422",0.39,--
20,Oaxaca,20327,San Pedro Tapanatepec,"13,460",74.2,"9,983",3.1,0.38,28,"3,765",4,0.19,46.2,"6,219",2.5,0.19,19.2,"2,591",2.4,1,133,5.6,753,38.3,"5,158",37.6,"5,061",86.8,"11,683",36.7,"4,942",49,"6,590",27.3,"3,670",93.4,"12,574",54.1,"7,283",75.2,"10,116",40.2,"5,415",0.447,0.1
20,Oaxaca,20328,San Pedro Taviche,"1,318",91.2,"1,202",3.6,0.55,59.8,788,3.9,0.38,31.4,414,3.2,0.17,8.8,116,3.5,0,0,0,0,50.2,662,17.8,235,97.9,"1,290",49.1,647,99.8,"1,315",47.9,631,100,"1,318",89.7,"1,183",91.2,"1,202",66,870,0.379,--
20,Oaxaca,20329,San Pedro Teozacoalco,"1,303",78.6,"1,024",3.5,0.46,39.2,511,3.9,0.25,39.4,513,3.2,0.21,20.9,272,3.1,0.1,1,0.5,6,32.8,427,61.1,796,78.5,"1,022",65.6,855,76.1,991,29.7,386,99.4,"1,296",78.4,"1,021",78.7,"1,025",45.9,598,0.393,0.12
20,Oaxaca,20330,San Pedro Teutila,"3,541",91.7,"3,245",3.6,0.55,60.7,"2,149",4,0.4,31,"1,097",2.9,0.15,8.3,293,3,0.1,2,0,1,43.5,"1,540",32.3,"1,145",94.5,"3,345",47.8,"1,692",91.6,"3,242",48.1,"1,704",99.9,"3,538",83.8,"2,969",91.7,"3,247",69.7,"2,469",0.397,0.18
20,Oaxaca,20331,San Pedro Tidaá,962,74.7,719,3.8,0.47,34.8,335,4.1,0.24,39.9,384,3.5,0.23,25.3,243,3.2,0,0,0,0,41.1,395,81.3,782,87,837,35.2,339,95,914,23.8,229,100,962,86.1,828,74.7,719,37.7,362,0.358,--
20,Oaxaca,20332,San Pedro Topiltepec,337,69.7,235,2.7,0.32,23.1,78,3.7,0.14,46.6,157,2.3,0.18,28.2,95,2.1,0.4,1,1.7,6,30.2,102,38.1,128,85.6,288,32.8,111,36.7,124,27.9,94,97.9,330,47.5,160,70.1,236,37.9,128,0.395,0.13
20,Oaxaca,20333,San Pedro Totolápam,"2,026",77.7,"1,574",3.3,0.43,36.1,731,3.9,0.23,41.6,842,2.8,0.2,20.5,416,2.6,0.6,11,1.2,25,31.1,630,87.3,"1,768",90.1,"1,826",27.9,565,56.8,"1,151",18.3,371,98.2,"1,990",68.8,"1,395",78.2,"1,585",44.8,908,0.403,0.17
20,Oaxaca,20334,Villa de Tututepec de Melchor Ocampo,"43,448",82.5,"35,838",3.5,0.49,43.3,"18,804",4,0.29,39.2,"17,033",3.1,0.2,16.2,"7,051",3,0.2,87,1.1,472,36.8,"16,005",57,"24,751",91.4,"39,720",35.8,"15,575",87.7,"38,115",32.6,"14,148",98.7,"42,888",80.3,"34,907",82.7,"35,925",49.4,"21,460",0.423,0.11
20,Oaxaca,20335,San Pedro Yaneri,884,89.8,794,3.5,0.52,54.2,479,3.9,0.35,35.5,314,2.9,0.17,10.2,90,2.9,0.1,1,0,0,41.8,369,54.3,480,95.1,841,58,513,73.9,653,20,177,99.9,883,82.7,731,89.8,794,63.4,560,0.359,0.23
20,Oaxaca,20336,San Pedro Yólox,"1,908",88.6,"1,690",3.1,0.46,43.9,838,3.9,0.28,44.7,852,2.3,0.18,11.1,211,2.5,0.1,2,0.3,5,44.1,842,30,572,94.3,"1,799",47.6,909,60.3,"1,151",27,515,99.6,"1,901",65.1,"1,241",88.7,"1,692",61.1,"1,166",0.373,0.14
