,,UNIDADES DE PRODUCCIÓN RURALES CON SUPERFICIE AGRÍCOLA,,,,LM368_01,,,,,,
,,"POR ENTIDAD, MUNICIPIO Y GRUPO DE SUPERFICIE TOTAL",,,,,,,,,,
,,,,,,,,,,,,
,,"ENTIDAD,  MUNICIPIO Y GRUPO DE SUPERFICIE TOTAL",,,UNIDADES DE PRODUCCIÓN,SUPERFICIE AGRÍCOLA                                      (HA),,,,,,
,,,,,,,,,,,,
Ent,Mun,,,,,,,,,,,
,,,,,,,,,,,,
,,ESTADOS UNIDOS MEXICANOS,,,3 794 025,30 537 701.74,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  386, 3 056.69,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  45, 1 362.86,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  30, 1 919.95,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  9, 1 506.10,,,,,,
11,019,,JERECUARO,, 4 937, 39 704.83,,,,,,
11,,,,HASTA    2 HA.,  712, 1 064.10,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 1 541, 5 966.48,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 2 398, 20 970.40,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  211, 6 036.35,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  52, 2 958.75,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  23, 2 708.75,,,,,,
11,020,,LEON,, 4 676, 40 770.96,,,,,,
11,,,,HASTA    2 HA.,  511,  700.54,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 1 251, 4 848.66,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 2 280, 18 800.54,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  341, 6 588.48,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  146, 4 717.69,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  147, 5 115.04,,,,,,
11,021,,MOROLEON,,  785, 4 301.72,,,,,,
11,,,,HASTA    2 HA.,  251,  283.28,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  195,  587.89,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  240, 1 813.11,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  89, 1 190.34,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,*,  282.07,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,*,  145.02,,,,,,
11,022,,OCAMPO,, 1 850, 45 703.44,,,,,,
11,,,,HASTA    2 HA.,  73,  110.06,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  287, 1 176.62,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 1 087, 10 336.25,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  155, 4 196.88,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  109, 6 135.53,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  132, 19 306.85,,,,,,
11,,,,MAS DE 1000 HASTA 2500 HA.,  3,  440.00,,,,,,
11,,,,MAS DE 2500 HA.,  4, 4 001.25,,,,,,
11,023,,PENJAMO,, 9 728, 71 843.16,,,,,,
11,,,,HASTA    2 HA., 1 080, 1 562.66,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 3 492, 14 085.03,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 4 354, 35 305.31,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  516, 10 915.25,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  194, 6 308.74,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  92, 3 666.18,,,,,,
11,024,,PUEBLO NUEVO,,  769, 4 329.11,,,,,,
11,,,,HASTA    2 HA.,  271,  308.05,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  234,  888.71,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  232, 1 878.39,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  26,  765.55,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,*,  278.40,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,*,  210.00,,,,,,
11,025,,PURISIMA DEL RINCON,, 1 371, 18 829.37,,,,,,
11,,,,HASTA    2 HA.,  249,  347.14,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  378, 1 455.90,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  534, 4 838.69,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  133, 4 059.73,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  52, 3 716.78,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  25, 4 411.13,,,,,,
11,026,,ROMITA,, 3 390, 28 335.10,,,,,,
11,,,,HASTA    2 HA.,  233,  390.74,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  796, 3 139.13,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 2 221, 19 431.25,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  112, 3 174.17,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  19, 1 120.82,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  9, 1 079.00,,,,,,
11,027,,SALAMANCA,, 4 390, 40 472.23,,,,,,
11,,,,HASTA    2 HA.,  652,  871.91,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 1 241, 4 768.84,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 2 088, 16 934.70,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  260, 6 892.24,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  88, 4 258.12,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  61, 6 746.43,,,,,,
11,028,,SALVATIERRA,, 5 058, 26 253.63,,,,,,
11,,,,HASTA    2 HA., 1 274, 1 812.50,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 2 437, 8 887.58,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 1 180, 9 225.40,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  113, 2 741.94,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  39, 2 040.47,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  15, 1 545.75,,,,,,
11,029,,SAN DIEGO DE LA UNION,, 2 251, 33 987.47,,,,,,
11,,,,HASTA    2 HA.,  127,  166.65,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  521, 1 964.36,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 1 304, 12 082.67,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  155, 4 286.66,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  79, 4 827.95,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,*, 10 569.19,,,,,,
11,,,,MAS DE 1000 HASTA 2500 HA.,*,  90.00,,,,,,
11,030,,SAN FELIPE,, 8 255, 79 051.94,,,,,,
11,,,,HASTA    2 HA., 1 043, 1 479.38,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 2 270, 8 653.40,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 3 976, 31 192.35,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  468, 7 807.97,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  268, 9 293.40,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  224, 19 747.44,,,,,,
11,,,,MAS DE 1000 HASTA 2500 HA.,  3,  800.00,,,,,,
11,,,,MAS DE 2500 HA.,  3,  78.00,,,,,,
11,031,,SAN FRANCISCO DEL RINCON,, 2 794, 33 583.88,,,,,,
11,,,,HASTA    2 HA.,  212,  267.83,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  701, 2 723.06,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 1 523, 13 585.55,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  246, 7 443.13,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  76, 4 730.06,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  36, 4 834.24,,,,,,
11,032,,SAN JOSE ITURBIDE,, 2 211, 25 251.94,,,,,,
11,,,,HASTA    2 HA.,  375,  524.50,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  737, 2 702.62,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  764, 6 665.86,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  193, 5 311.22,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  87, 4 747.19,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,*, 5 200.55,,,,,,
11,,,,MAS DE 1000 HASTA 2500 HA.,*,  100.00,,,,,,
11,033,,SAN LUIS DE LA PAZ,, 3 202, 42 817.94,,,,,,
11,,,,HASTA    2 HA.,  493,  657.94,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  926, 3 203.65,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  976, 7 005.45,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  326, 5 430.96,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  249, 9 015.56,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,*, 17 482.39,,,,,,
11,,,,MAS DE 2500 HA.,*,  22.00,,,,,,
11,034,,SANTA CATARINA,,  518, 1 027.83,,,,,,
11,,,,HASTA    2 HA.,  190,  171.14,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  148,  306.74,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  107,  273.50,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  30,  74.30,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  20,  41.81,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  23,  160.35,,,,,,
11,035,,SANTA CRUZ DE JUVENTINO ROSAS,, 2 197, 24 574.07,,,,,,
11,,,,HASTA    2 HA.,  154,  253.79,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  571, 2 115.45,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 1 293, 10 310.76,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  111, 2 488.90,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  37, 1 707.52,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,*, 3 597.65,,,,,,
11,,,,MAS DE 1000 HASTA 2500 HA.,*, 1 100.00,,,,,,
11,,,,MAS DE 2500 HA.,*, 3 000.00,,,,,,
11,036,,SANTIAGO MARAVATIO,,  672, 4 410.17,,,,,,
11,,,,HASTA    2 HA.,  163,  231.08,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  329, 1 212.68,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  146, 1 170.30,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  17,  422.67,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  9,  336.39,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  8, 1 037.06,,,,,,
11,037,,SILAO,, 3 958, 32 618.71,,,,,,
11,,,,HASTA    2 HA.,  553,  773.73,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 1 118, 4 273.17,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 2 070, 17 203.15,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  153, 4 512.57,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  38, 2 425.22,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  26, 3 430.88,,,,,,
11,038,,TARANDACUAO,,  884, 6 531.28,,,,,,
11,,,,HASTA    2 HA.,  161,  200.04,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  258,  924.60,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  414, 3 944.75,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  46, 1 252.90,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  5,  209.00,,,,,,
11,039,,TARIMORO,, 2 173, 16 888.81,,,,,,
11,,,,HASTA    2 HA.,  440,  595.39,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  678, 2 560.79,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  931, 8 284.23,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  93, 2 713.11,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  25, 1 626.38,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  6, 1 108.90,,,,,,
11,040,,TIERRA BLANCA,, 1 125, 1 533.11,,,,,,
11,,,,HASTA    2 HA.,  823,  589.74,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  176,  351.38,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  62,  212.48,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  21,  77.25,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  21,  118.00,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  22,  184.25,,,,,,
11,041,,URIANGATO,,  862, 4 588.60,,,,,,
11,,,,HASTA    2 HA.,  239,  284.57,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  264,  977.45,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  332, 2 623.68,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  21,  433.39,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,*,  189.50,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,*,  80.00,,,,,,
11,042,,VALLE DE SANTIAGO,, 6 564, 41 521.03,,,,,,
11,,,,HASTA    2 HA., 1 221, 1 664.18,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 2 461, 9 373.19,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 2 621, 20 454.53,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  188, 5 290.72,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  58, 3 237.42,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  15, 1 501.00,,,,,,
11,043,,VICTORIA,, 1 447, 4 346.28,,,,,,
11,,,,HASTA    2 HA.,  395,  418.79,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  465, 1 387.75,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  352, 1 648.81,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  99,  342.09,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,*,  161.21,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  80,  379.35,,,,,,
11,,,,MAS DE 1000 HASTA 2500 HA.,*,  3.00,,,,,,
11,,,,MAS DE 2500 HA.,*,  5.29,,,,,,
11,044,,VILLAGRAN,, 1 353, 12 714.25,,,,,,
11,,,,HASTA    2 HA.,  47,  70.53,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  143,  610.43,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 1 120, 9 435.45,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  27,  916.43,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  12,  838.41,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  4,  843.00,,,,,,
11,045,,XICHU,, 1 731, 7 542.21,,,,,,
11,,,,HASTA    2 HA.,  672,  851.30,,,,,,
11,,,,MAS DE    2 HASTA    5 HA.,  679, 2 087.41,,,,,,
11,,,,MAS DE    5 HASTA   20 HA.,  324, 2 017.39,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  22,  346.81,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  13,  280.38,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  21, 1 958.93,,,,,,
11,046,,YURIRIA,, 4 148, 24 364.05,,,,,,
11,,,,HASTA    2 HA., 1 275, 1 688.69,,,,,,
11,,,,MAS DE    2 HASTA    5 HA., 1 553, 5 420.82,,,,,,
11,,,,MAS DE    5 HASTA   20 HA., 1 103, 9 046.16,,,,,,
11,,,,MAS DE   20 HASTA   50 HA.,  154, 3 961.18,,,,,,
11,,,,MAS DE   50 HASTA  100 HA.,  44, 2 437.66,,,,,,
11,,,,MAS DE  100 HASTA 1000 HA.,  19, 1 809.54,,,,,,
12,,GUERRERO,,, 201 787,1 082 670.45,,,,,,
12,,,,HASTA    2 HA., 86 661, 114 027.16,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 60 466, 212 941.57,,,,,,
12,,,,MAS DE    5 HASTA   20 HA., 45 285, 392 572.40,,,,,,
12,,,,MAS DE   20 HASTA   50 HA., 6 587, 158 300.80,,,,,,
12,,,,MAS DE   50 HASTA  100 HA., 1 724, 82 925.03,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA., 1 053, 121 593.00,,,,,,
12,,,,MAS DE 1000 HASTA 2500 HA.,*,  230.50,,,,,,
12,,,,MAS DE 2500 HA.,*,  80.00,,,,,,
12,001,,ACAPULCO DE JUAREZ,, 9 019, 34 518.79,,,,,,
12,,,,HASTA    2 HA., 3 764, 5 402.87,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 3 149, 10 812.11,,,,,,
12,,,,MAS DE    5 HASTA   20 HA., 1 975, 15 435.26,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  117, 2 102.30,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  8,  274.00,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  6,  492.25,,,,,,
12,002,,AHUACUOTZINGO,, 3 225, 15 095.48,,,,,,
12,,,,HASTA    2 HA.,  856, 1 382.90,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 1 325, 4 632.04,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  934, 6 613.08,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  56,  865.35,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  38,  883.86,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  16,  718.25,,,,,,
12,003,,AJUCHITLAN DEL PROGRESO,, 3 902, 14 893.45,,,,,,
12,,,,HASTA    2 HA., 1 611, 2 488.88,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 1 640, 5 878.74,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  621, 4 579.08,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  20,  504.25,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  4,  170.00,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  6, 1 272.50,,,,,,
12,004,,ALCOZAUCA DE GUERRERO,, 2 230, 3 185.96,,,,,,
12,,,,HASTA    2 HA., 2 037, 2 254.41,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  127,  416.23,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  47,  332.25,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  15,  166.00,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  4,  17.09,,,,,,
12,005,,ALPOYECA,,  484,  734.92,,,,,,
12,,,,HASTA    2 HA.,  407,  379.84,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  67,  202.57,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,*,  54.50,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,*,  28.00,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,*,  70.00,,,,,,
12,006,,APAXTLA,,  769, 4 485.33,,,,,,
12,,,,HASTA    2 HA.,  104,  183.25,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  305, 1 002.51,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  295, 2 040.06,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  46,  717.51,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  12,  319.00,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  7,  223.00,,,,,,
12,007,,ARCELIA,, 2 538, 14 503.86,,,,,,
12,,,,HASTA    2 HA.,  858, 1 225.12,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 1 025, 3 813.96,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  482, 3 931.94,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  104, 2 603.42,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  48, 1 600.67,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  21, 1 328.75,,,,,,
12,008,,ATENANGO DEL RIO,,  950, 5 914.92,,,,,,
12,,,,HASTA    2 HA.,  140,  200.39,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  391, 1 391.98,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  385, 3 038.79,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  15,  326.01,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  8,  171.00,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  11,  786.75,,,,,,
12,009,,ATLAMAJALCINGO DEL MONTE,,  765, 1 182.88,,,,,,
12,,,,HASTA    2 HA.,  692,  882.03,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  60,  178.35,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  13,  122.50,,,,,,
12,010,,ATLIXTAC,, 2 644, 7 256.14,,,,,,
12,,,,HASTA    2 HA., 1 561, 2 209.69,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  742, 2 505.45,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  330, 2 281.99,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  11,  259.00,,,,,,
12,011,,ATOYAC DE ALVAREZ,, 6 109, 54 695.98,,,,,,
12,,,,HASTA    2 HA., 1 170, 1 743.79,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 1 525, 5 510.27,,,,,,
12,,,,MAS DE    5 HASTA   20 HA., 2 816, 29 237.50,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  516, 13 316.66,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  72, 3 674.76,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  10, 1 213.00,,,,,,
12,012,,AYUTLA DE LOS LIBRES,, 5 383, 19 727.11,,,,,,
12,,,,HASTA    2 HA., 2 894, 4 311.81,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 1 723, 6 114.28,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  676, 5 670.28,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  64, 1 601.49,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  19,  920.25,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  7, 1 109.00,,,,,,
12,013,,AZOYU,, 3 263, 35 526.36,,,,,,
12,,,,HASTA    2 HA.,  592,  888.32,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  907, 3 465.82,,,,,,
12,,,,MAS DE    5 HASTA   20 HA., 1 449, 15 010.12,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  236, 7 013.44,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  57, 3 784.16,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  22, 5 364.50,,,,,,
12,014,,BENITO JUAREZ,, 1 400, 8 632.96,,,,,,
12,,,,HASTA    2 HA.,  520,  786.54,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  516, 1 795.71,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  308, 2 739.13,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  37, 1 133.82,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  9,  670.75,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  10, 1 507.00,,,,,,
12,015,,BUENAVISTA DE CUELLAR,,  547, 3 378.17,,,,,,
12,,,,HASTA    2 HA.,  194,  237.39,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  156,  506.72,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  148, 1 030.22,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  20,  154.99,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  12,  237.08,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  17, 1 211.78,,,,,,
12,016,,COAHUAYUTLA DE JOSE MARIA IZAZAGA,, 1 860, 13 510.58,,,,,,
12,,,,HASTA    2 HA.,  143,  232.50,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  403, 1 482.19,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  937, 6 025.14,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  250, 2 705.41,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  64, 1 008.72,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,*, 2 048.63,,,,,,
12,,,,MAS DE 1000 HASTA 2500 HA.,*,  8.00,,,,,,
12,017,,COCULA,, 1 810, 7 166.85,,,,,,
12,,,,HASTA    2 HA.,  712,  878.16,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  655, 2 308.39,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  413, 3 139.30,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  27,  580.30,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,*,  35.50,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,*,  225.20,,,,,,
12,018,,COPALA,,  877, 7 325.71,,,,,,
12,,,,HASTA    2 HA.,  172,  278.00,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  299, 1 031.50,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  335, 3 091.55,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  52, 1 511.67,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  16, 1 055.00,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,*,  278.00,,,,,,
12,,,,MAS DE 1000 HASTA 2500 HA.,*,  80.00,,,,,,
12,019,,COPALILLO,, 1 284, 4 248.20,,,,,,
12,,,,HASTA    2 HA.,  514,  839.17,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  616, 2 129.78,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,  140, 1 039.50,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,*,  84.50,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,*,  85.50,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  6,  69.75,,,,,,
12,020,,COPANATOYAC,, 2 372, 3 995.95,,,,,,
12,,,,HASTA    2 HA., 1 952, 2 021.92,,,,,,
12,,,,MAS DE    2 HASTA    5 HA.,  307, 1 054.41,,,,,,
12,,,,MAS DE    5 HASTA   20 HA.,*,  910.62,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,*,  9.00,,,,,,
12,021,,COYUCA DE BENITEZ,, 6 015, 41 549.96,,,,,,
12,,,,HASTA    2 HA., 2 291, 3 255.35,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 1 766, 6 339.41,,,,,,
12,,,,MAS DE    5 HASTA   20 HA., 1 585, 15 856.40,,,,,,
12,,,,MAS DE   20 HASTA   50 HA.,  288, 8 643.80,,,,,,
12,,,,MAS DE   50 HASTA  100 HA.,  65, 4 137.50,,,,,,
12,,,,MAS DE  100 HASTA 1000 HA.,  20, 3 317.50,,,,,,
12,022,,COYUCA DE CATALAN,, 4 644, 32 399.59,,,,,,
12,,,,HASTA    2 HA.,  931, 1 546.25,,,,,,
12,,,,MAS DE    2 HASTA    5 HA., 1 704, 6 444.59,,,,,,
12,,,,MAS DE    5 HASTA   20 HA., 1 770, 14 657.00,,,,,,
